X,Y,宽度,高度,旋转角度,面积,类别
309.4117432,58.35293961,113.0216141,49.47727203,-75.96376038,5592.001145,0
87.21021271,362.5961914,128.6657257,51.41755676,-46.97492981,6615.677255,0
142.4999847,213,126.9999847,35.99999237,0,4571.998482,1
330.2461243,116.4352417,86.91607666,42.07382202,-33.17851257,3656.89154,0
287.2049561,554.1213379,152.2389221,50.63460541,-8.673172951,7708.557749,0
266,268,104,32,0,3328,1
317,20,84,40,0,3360,0
196.442749,66.37304688,316.7886353,152.9668274,-13.12686348,48458.15249,0
64.5,16,79,32,0,2528,0
198.3175354,257.7742004,109.1925964,44.49800873,-2.683774948,4858.853109,1
225.7265015,192.6961365,260.3238525,77.31404114,-86.98721313,20126.68904,0
304.1525269,51.75165558,155.7913513,68.43490601,-56.4695282,10661.56648,0
214.1470795,205.5882416,107.2594223,33.81882477,-2.726310968,3627.387608,1
163,211.5,75.99998474,36.99999237,0,2811.998856,0
246.4999695,48.99999237,224.9999695,97.99998474,0,22049.99358,0
184.8402252,302.5155029,104.8008804,37.09805679,-87.39744568,3887.909014,1
344,78,98,30,0,2940,0
92.5,41,173,82,0,14186,0
98.66978455,556.045166,108.318924,34.45920563,-77.22875214,3732.584074,0
185,190,104,38,0,3952,1
316,18,86,36,-90,3096,0
219.3782043,43.95278931,282.6614685,84.53658295,-70.31968689,23895.23468,0
310,17.5,98,35,0,3430,0
219.5,245,97,46,0,4462,1
223.9244537,235.6512909,201.2489777,67.41566467,-17.02720833,13567.33359,1
113.976593,256.2623901,112.6353989,44.93091583,-41.87786865,5060.811626,0
202,254.5,78,33,0,2574,0
160.5,153,75,36,0,2700,0
237,215,76,34,0,2584,0
181.5,226.5,115,39,0,4485,1
149.9670258,126.4431915,308.5741577,62.25327301,-82.95192719,19209.75128,0
196.5051575,240.0467072,188.9107513,51.10772705,-6.290670872,9654.799117,1
306.9186096,127.5872955,109.8254929,38.76391602,-7.7218256,4257.266182,0
52.99999237,116,87.99998474,29.99999619,0,2639.999207,0
155.5,95.5,181,69,0,12489,0
76.72438812,43.18048859,126.478775,56.25120163,-20.22485924,7114.583076,0
270,107,118,50,0,5900,0
196,239.5,110,43,0,4730,1
218.2751312,146.8353424,229.9220734,112.2932816,-5.095699787,25818.70412,0
282,31.5,154,63,-90,9702,0
55.15490723,21.50858307,115.6282806,40.90987396,-81.11934662,4730.338387,0
203.2246552,516.3746948,313.2146301,123.4887238,-89.2257843,38678.47494,0
194.5294189,242.8823242,94.49008942,46.78487015,-4.398705482,4420.706564,1
183.0611725,283.6914368,254.2924652,92.14360046,-89.60211182,23431.42332,1
174,217.5,234,65,0,15210,0
131.9041595,139.7710114,215.1826019,86.14939117,-88.95837402,18537.85015,0
93.99998474,542.5,187.9999695,72.99998474,0,13723.9949,0
190.3280792,471.6181335,373.8967285,163.9500122,-40.93368149,61300.3732,0
151.1021881,535.8793335,310.8238831,70.67733002,-82.13393402,21968.20216,0
163,259,180,46,0,8280,1
212.5196686,276.2875671,123.3366776,42.65235901,-89.34146118,5260.60025,1
60.34616089,199.2692413,90.21342468,40.39992523,-78.69007111,3644.615612,0
81.5,25,121,50,0,6050,0
105.1046448,239.345871,119.1955032,58.00501633,-41.79478455,6913.937111,0
210.306366,495.5017395,136.8382263,51.76438904,-15.76718235,7083.347182,0
275.0689087,440.2430115,189.4865112,84.09283447,-56.83677673,15934.45782,0
178.5193481,295.3141785,188.9809875,61.77545547,-3.521453142,11674.38658,1
278.0946045,531.9324341,118.5316696,44.55212784,-80.53767395,5280.838098,0
212,277,116,42,0,4872,0
106.5,464,99,36,0,3564,0
274.588623,35.7575264,224.7413177,87.8445816,-63.98321533,19742.30703,0
139.5,463.5,85,35,0,2975,0
153,292.5,116,53,0,6148,0
190.0720215,214.3644409,183.0091095,52.5421524,-85.97801208,9615.692523,1
204.6732635,145.9437561,279.4628601,80.55395508,-86.61699677,22511.83868,0
24,54,102,48,-90,4896,0
303.4658203,403.2782288,130.1838837,63.24323654,-25.46334839,8233.250149,0
178.6207123,287.4483032,259.7241821,79.0464859,-23.19859123,20530.2839,1
93.66908264,200.8242798,182.2312164,51.21563721,-11.59217548,9333.087869,0
121.5769577,509.1153564,105.1156921,34.66876221,-33.69006348,3644.230935,0
217.9999695,29.49999619,281.999939,58.99999237,0,16637.99425,0
177.0316467,269.276123,159.0469513,50.00302124,-72.85964966,7952.828084,1
152.0349426,162.7379913,149.0806732,37.2701683,-82.40535736,5556.261782,0
133.7532654,16.10043716,269.415741,50.09004974,-82.40535736,13495.04787,0
208.3497162,486.4768677,90.55005646,35.04918289,-81.25383759,3173.70549,0
182.2131653,383.5752258,229.0442047,50.0149231,-9.926245689,11455.62828,0
153.3629913,267.2595215,201.3880157,94.93083954,-72.18110657,19117.93341,1
61.5,556.5,123,45,0,5535,0
112,499.5,142,59,0,8378,0
141.6185608,273.8917236,283.3892212,75.28590393,-87.39744568,21335.21368,1
57.65651321,93.63421631,123.7561646,50.17420197,-62.37893295,6209.366795,0
84.49998474,22.49999619,132.9999695,44.99999237,0,5984.997612,0
300,552.5,118,53,0,6254,0
327.5,438,158,63,0,9954,0
145.7377167,267.6147461,201.2024841,61.46084595,-81.15818787,12366.07488,1
27,309,166,54,0,8964,0
188.2377472,75.96792603,153.8112183,65.80739594,-2.489552975,10121.91574,0
164.4461365,259.9692383,164.7114716,55.95629501,-15.25512028,9216.643695,1
85.23090363,515.5390015,182.4225311,66.754776,-13.72709656,12177.5752,0
320.4061584,457.8682251,104.0057144,45.72406006,-57.26477051,4755.563532,0
143.561554,339.1977539,231.1238098,61.60519409,-78.48616791,14238.42716,1
192.078949,277.8989258,211.6453552,68.17448425,-78.57289886,14428.81294,0
86,28,172,56,-90,9632,0
320.0788269,340.7052917,174.9896393,79.02609253,-58.88466644,13828.74743,0
171.5504761,195.4665985,199.4749756,77.95872498,-87.98337555,15550.81476,0
291.5,544.5,81,39,-90,3159,0
262.1514587,355.1990051,172.1249542,53.61875534,-17.62229919,9229.125809,0
65.99999237,326.4999695,93.99998474,40.99999237,0,3853.998657,0
178,154,106,38,-90,4028,0
74.23928833,77.42443848,159.805481,60.5081749,-62.5255661,9669.537991,0
326.4696655,306.8222656,99.56413269,47.04029465,-36.25383759,4683.526138,0
129.4999847,267,156.9999695,57.99999237,0,9105.997032,1
244.5,188.5,229,47,0,10763,0
235.2893982,110.9272308,248.4285278,78.13863373,-1.494333506,19411.86574,0
269.5,34,179,68,-90,12172,0
211,406,134,32,-90,4288,0
162.689209,251.5832977,177.3446503,67.46096039,-82.62623596,11963.84043,1
100.6270905,175.0135956,206.0424042,61.13690567,-85.74616241,12596.79503,0
149,471.5,96,41,0,3936,0
289.5937805,403.0633545,129.6656342,32.83073807,-1.507435799,4257.018471,0
138.6958618,252.2503357,129.8358002,45.22193146,-76.32868958,5871.425656,1
89.11672974,127.492569,176.1208038,83.31143951,-84.89783478,14672.8777,0
335,49.5,99,48,-90,4752,0
30.41438675,504.8116455,155.9209442,42.29066086,-24.44395447,6593.999772,0
165.6261139,277.6647034,159.0625305,54.80030823,-60.64224625,8716.6757,1
132.5,18.5,141,37,-90,5217,0
204.6042938,352.6052551,178.8583832,66.37534332,-25.30137634,11871.78659,0
180.8465881,278.8892822,149.2503815,52.08747101,-17.71579552,7774.074918,1
312.6540833,91.79515839,184.2171631,84.24213409,-0.424405456,15518.84696,0
183.4239197,195.40448,283.3694153,129.6481323,-62.28918839,36738.31545,1
60.47080994,99.84136963,194.312851,86.85386658,-49.08561707,16876.82243,0
117,25.5,234,51,-90,11934,0
53.21691132,329.5387573,114.7921677,34.13552475,-14.50016785,3918.49088,0
103.0862122,262.5344849,102.4190292,30.9883213,-23.19858932,3173.793786,0
212.9422913,270.7395935,180.8410492,35.24494934,-28.44292641,6373.733618,0
99.25995636,153.7608337,126.3070602,42.62967682,-87.61405945,5384.429158,0
231.6000061,292.2000427,245.3927612,73.99729919,-71.56505585,18158.40157,1
179.4943085,504.1937256,360.0051575,150.3906403,-0.403484732,54141.40613,0
293.1858826,276.7150879,94.61925507,31.26660538,-76.67547607,2958.422909,0
153.5674133,261.8094177,138.0442505,61.51496887,-58.6269989,8491.787772,1
151.546524,166.7798157,192.9520416,90.2741394,-64.93254089,17418.5795,0
95.81330109,65.79364014,183.585556,54.01958084,-14.23728085,9917.214785,0
311.8790283,271.17453,104.9368668,41.87340164,-14.67639256,4394.063569,0
90.5,26,181,52,-90,9412,0
24.99999619,501,109.9999847,49.99999237,0,5499.998398,0
104.7270355,455.2621765,152.8511505,51.97967911,-72.8972702,7945.153755,0
37,112,152,74,0,11248,0
185.1137695,278.5974121,145.666748,42.28733826,-10.78429794,6159.859047,1
182.0292664,192.1977692,275.2177124,104.8292465,-0.987760425,28850.86542,0
171.7472229,557.3017578,192.5753479,42.92147827,-5.042450905,8265.618611,0
59.5,33,119,58,-90,6902,0
93.6261673,289.3848572,108.9612427,46.22428131,-51.84277344,5036.655133,0
60.90999985,187.1300049,109.3187103,24.60731506,-81.86989594,2690.039947,0
80.5,12,109,24,0,2616,0
343.9999695,381.9999695,93.99998474,29.99999619,0,2819.999184,0
143.3269043,282.8654175,203.372406,54.52027893,-78.69007111,11087.9203,1
178.7973022,172.216217,190.3740387,73.157547,-80.53767395,13927.29768,0
46.97309494,111.9483948,96.28683472,37.87189102,-86.5663681,3646.564511,0
132.4650879,432.4347839,110.5508118,50.22927856,-16.85839844,5552.88752,0
316,16,86,32,0,2752,0
172.0230713,194.814209,117.5741043,50.44880295,-7.66680479,5931.47282,0
194.5,50,83,30,0,2490,0
287.5,433,143,48,0,6864,0
132.230011,385.8899231,106.2074432,33.94112396,-81.86989594,3604.799997,0
45,16,90,32,0,2880,0
303.0794983,333.538147,121.2377396,27.17447281,-14.96672058,3294.571657,0
281.5203857,288.0609436,112.6878738,47.68283081,-4.467159271,5373.276823,0
274.357666,385.3115234,168.0442963,51.8341217,-15.25511837,8710.428504,0
168.5,55.5,163,71,-90,11573,0
274.5,134,111,24,0,2664,0
235,531,248,96,0,23808,0
188,460.5,80,33,0,2640,0
84.24524689,422.5969238,161.0701447,56.25894547,-67.33544159,9061.636484,0
159,286.5,80,39,-90,3120,0
299.8243408,555.9313965,136.3119965,61.9632225,-27.47443199,8446.330567,0
194.1771545,269.8385925,226.7770996,68.28630829,-85.95864105,15485.77094,1
44.42726898,50.36775208,105.0131378,33.40462112,-82.97159576,3507.924082,0
47.29310989,457.9827881,96.91408539,43.59887695,-85.23635101,4225.345284,0
208.8447113,140.7832031,293.5520325,54.40037537,-86.80654907,15969.34076,0
96.05651855,89.06362915,109.5767899,47.4745636,-55.65390015,5202.110279,0
104.9035492,400.6497192,153.4552612,68.41505432,-49.08561707,10498.65003,0
137.5,240,201,80,0,16080,1
136.1587524,409.5044556,162.586853,30.31410789,-74.35775757,4928.675405,0
119.2156372,347.3727417,168.8998718,57.2924614,-78.55066681,9676.689386,1
121.9430084,274.1706848,116.6192474,41.44065094,-6.881723404,4832.777526,0
32.18911743,149.8200684,108.9242935,41.06007767,-49.01417542,4472.439952,0
295.8656616,199.9292908,143.9899445,48.69802475,-21.99113083,7012.025879,0
47,500,94,42,0,3948,0
157.7121582,528.1928711,272.4518127,79.41487885,-76.93604279,21636.7277,0
310.6764832,450.7941589,107.9283524,41.95866013,-75.96376038,4528.529054,0
172.3147583,268.2496643,178.3863525,51.21875381,-8.426968575,9136.726675,1
247.1566925,164.9515533,114.7493668,55.83379364,-58.60972977,6406.892464,0
221.5305786,258.9560242,109.2288818,46.38693619,-10.17551041,5066.793172,1
281.8878174,146.3097534,110.571022,44.13470459,-75.52970886,4880.019394,0
170.4020996,288.1121216,136.5307922,46.03616333,-85.73210907,6285.353851,0
168.5639648,220.1532288,293.3998718,59.52608871,-0.550904036,17464.9468,0
55.01953888,419.8927917,112.4077606,40.04244995,-83.75808716,4501.082129,0
126.2059021,280.1764526,154.7377625,75.91365814,-75.96376038,11746.7096,1
113,202,114,56,0,6384,0
300,22,104,44,0,4576,0
97.87158966,208.7407837,349.1116333,143.0258484,-45.60627747,49931.98754,1
306.8814087,46.61691284,108.1072617,45.93629456,-51.70983505,4966.047015,0
308.6333618,541.7839966,148.3555298,49.78701401,-42.79739761,7386.17884,0
241.8362885,486.4558105,300.7484741,94.91873169,-41.18592834,28546.66372,0
51,309.5,98,45,0,4410,0
312,287.5,197,94,0,18518,0
179.897934,77.74536133,364.4872742,131.54599,-87.39744568,47946.83932,0
166.4230957,246.6409149,158.3484344,51.714077,-86.14319611,8188.843131,1
133.5,537.5,89,39,0,3471,0
246.9036865,52.17889404,217.9054871,78.06284332,-16.69924355,17010.3219,0
257.5,467.5,81,35,-90,2835,0
195,345.5,174,49,0,8526,0
214.3518829,296.0666504,284.3178101,55.56139755,-78.06669617,15797.09488,1
169.5635376,369.3858643,103.345047,26.23928261,-84.09384918,2711.699894,0
120.5005951,242.9827728,104.1794586,34.32443237,-88.02507019,3575.900782,0
64,203.5,110,43,-90,4730,0
215.8221436,210.3376007,179.8372803,67.29850769,-84.47245789,12102.78059,0
189.5,127,169,68,0,11492,0
273,475,90,44,-90,3960,0
99.87998962,481.6600342,245.8000031,114.8000031,-53.13010025,28217.8411,0
63,375.5,126,59,0,7434,0
148.9129333,153.7893219,162.4235229,55.61525345,-12.99461651,9033.225395,0
167,18,90,36,-90,3240,0
92.80784607,538.2700195,129.3694916,38.48170471,-10.93381691,4978.358574,0
161.5,173.5,113,55,0,6215,0
63.67199326,215.8040009,121.9998703,40.69643784,-79.69515228,4964.960138,0
268.4230042,105.4416656,98.75469208,30.23102951,-7.853313446,2985.45601,0
267.9816589,61.87775803,98.59696198,32.28877258,-8.530765533,3183.574883,0
237.0066071,27.23960876,178.2615051,44.57029724,-20.75407028,7945.16827,0
162.8267212,286.232666,168.0617828,57.61264801,-84.28940582,9682.484339,1
177.5,376.5,101,25,0,2525,0
333.5500183,111.6499939,143.8836365,58.18590164,-18.43494987,8371.99912,0
237.0893555,557.8235474,151.5418091,44.23652649,-2.202598095,6703.683252,0
185.0365601,275.0429077,137.4807587,42.98267746,-85.4260788,5909.291107,0
226.5,192.5,187,83,0,15521,0
89.69812775,167.1884308,133.1688385,30.88674545,-85.10090637,4113.152017,0
242,73.5,88,33,0,2904,0
107.235405,44.7901535,213.9489136,87.21139526,-88.45184326,18658.78327,0
220.0669708,469.0405884,277.5204163,74.10390472,-2.489552736,20565.34649,0
39,172,78,36,0,2808,0
165.5,170,145,48,0,6960,0
215.1584778,312.5378723,148.3773499,53.06156158,-80.64701843,7873.133887,1
95.52420044,242.5098877,554.0994873,258.9631348,-77.33763885,143491.3402,0
216.2299957,99.11000061,96.02510834,30.54701424,-8.130102158,2933.280351,0
80.68851471,59.29639053,89.34864807,32.68127823,-82.03038788,2920.028027,0
249.1564789,184.4562378,119.806572,26.75327301,-9.293308258,3205.217928,0
228.9999695,49.99999237,259.999939,99.99998474,0,25999.98993,0
177.2016602,520.8084106,133.1707153,61.14502335,-11.07020187,8142.726498,0
196.5,276,163,60,0,9780,1
298.7941284,530.3236084,102.5925674,48.74966049,-75.96376038,5001.352832,0
93.51582336,511.322876,100.4397354,39.71700287,-84.89783478,3989.16526,0
214.4999695,250,98.99998474,47.99999237,0,4751.998512,0
282.5,25,153,50,-90,7650,0
248.6387634,413.8061218,252.2331543,113.0811081,-76.66075134,28522.80459,0
173.5840454,241.8031921,175.7747803,33.34407425,-82.82274628,5861.047325,1
229.5,204,115,26,0,2990,0
197.5,117.5,105,29,0,3045,0
318.6707458,64.46340942,124.7828369,49.35091019,-38.65980911,6158.146577,0
196.5,20,195,40,0,7800,0
254.0961456,419.9807739,127.6715851,38.83098602,-11.30993271,4957.613536,0
70.5,393.5,79,39,0,3081,0
304,369,110,38,0,4180,0
181.4791107,246.2033539,195.9275665,44.30786514,-84.1340332,8681.132195,1
29.5,226.5,125,59,-90,7375,0
269.8581848,67.21742249,204.5041809,61.04429626,-18.22507668,12483.81381,0
140.9999695,520,281.999939,117.9999847,0,33275.98849,0
254.0219574,436.2718811,128.6392517,53.67829514,-66.97450256,6905.135719,0
105.2856522,372.4413147,169.0952911,49.60820389,-58.73626709,8388.513679,0
179.5828552,338.7012024,137.4615479,59.15384674,-67.38013458,8131.379334,1
261.1996765,237.1538239,207.2963257,94.10132599,-76.72360229,19506.85912,0
145.5,14.5,113,29,-90,3277,0
69.22297668,404.9121704,147.0727081,62.28105927,-8.972625732,9159.844051,0
74.9862442,351.460907,156.43396,39.46614456,-19.37413788,6173.845278,0
243,257,104,46,0,4784,0
246.3278198,279.7740479,104.1605072,43.89003754,-63.86899948,4571.608571,0
319.290863,274.2346802,100.3426285,49.55853653,-5.273896217,4972.833819,0
259.9272461,96.02080536,128.957428,53.29082108,-9.619728088,6872.247221,0
139.5,552,279,54,0,15066,0
311.9999695,413.5,93.99998474,38.99999237,0,3665.998688,0
131.0616455,43.66437531,220.9707642,68.36024475,-65.55604553,15105.61552,0
206.5,516,259,126,0,32634,0
203.5675354,369.8530884,115.2950592,31.86491013,-88.93909454,3673.866699,0
190.9999847,270.5,137.9999695,46.99999237,0,6485.997513,0
250,120,130,64,0,8320,0
165.3218231,58.3527565,176.5108032,66.32176208,-9.612113953,11706.5075,0
117.5,481,81,40,0,3240,0
82.32758331,47.5689621,106.0320358,51.43760681,-21.80141068,5454.034168,0
163.5,349.5,183,81,0,14823,0
307.5,307.5,77,31,0,2387,0
183.5190735,220.1215973,102.2380295,37.76670837,-78.36637115,3861.193844,0
43,184.5,86,37,0,3182,0
142.5,179.5,107,35,0,3745,0
284.7698364,196.3766632,173.0242462,60.63934326,-68.52320862,10492.07666,0
275.3235474,420.7940979,152.9320679,28.79090309,-8.325650215,4403.052346,0
226.9999695,264,115.9999847,49.99999237,0,5799.998352,0
336,101,112,46,0,5152,0
215.0636902,40.37197876,100.5015869,36.39292526,-23.74949455,3657.546741,0
259.9648132,311.5342102,158.7144623,67.3239975,-25.76932716,10685.29206,1
265.0949097,498.3557129,187.6897736,85.96478271,-84.75286102,16134.7106,0
181.3245392,131.4559937,381.0049744,171.6999664,-7.7218256,65418.54131,0
124.2499924,24.75,157.0890198,46.28340912,-11.30993271,7270.61537,0
323.9127502,291.1930542,100.9456482,44.60867691,-36.6341095,4503.051806,0
180.0583496,264.0695801,188.3382416,42.77278137,-3.122130394,8055.750431,1
123.5,520,143,68,0,9724,0
129.7952118,269.6624756,162.6557312,60.19671249,-79.61113739,9791.340287,1
55.5,556.5,111,45,-90,4995,0
95.28394318,263.0064697,190.3826599,90.06764984,-88.69805145,17147.31875,0
59,16.5,118,33,0,3894,0
258.8171082,528.4376831,203.9712677,95.63813019,-87.87889862,19507.43065,0
295.5,125.5,109,39,0,4251,0
151.1152039,511.812561,225.9472656,61.14255142,-46.79793167,13814.99231,0
179.059021,270.4076538,172.9927216,54.83683014,-82.62623596,9486.372487,1
27.26478577,218.5501404,99.22418213,39.81665039,-57.03059387,3950.77457,0
48.5,461,91,36,0,3276,0
260.2810974,479.4957275,199.4348297,50.60193253,-2.147585392,10091.7878,0
76.54983521,400.7929382,154.7106934,50.43955612,-88.19600677,7803.5387,0
122.8565903,351.4169006,164.4988403,47.0662384,-21.25050735,7742.341636,0
179.5,76,359,152,0,54568,0
173.0448303,290.29245,190.6635742,41.41410065,-8.71473217,7896.160452,1
179.4999695,511.5,358.999939,134.9999695,0,48464.9808,0
164.5,157.5,93,29,0,2697,0
188.700592,488.9631348,372.8251038,119.1593094,-76.73797607,44425.58189,0
158.0034332,207.7944489,121.2641602,46.5251236,-84.95755005,5641.830039,0
310,558,98,42,0,4116,0
83.72702026,549.0621948,173.846283,50.32392502,-81.02737427,8748.627308,0
233.6121521,29.72374725,113.4543152,43.95941162,-34.21570206,4987.384941,0
138.5,17,163,34,0,5542,0
88.0169754,303.1436768,177.9412231,46.8992424,-87.27368927,8345.308557,0
282,264,141.9999695,39.99999237,0,5679.997696,0
300.5,204.5,117,53,0,6201,0
72.02254486,202.4130249,136.8718567,47.33125305,-1.414423227,6478.316485,0
166.9928741,252.8772278,178.4281006,81.25010681,-17.35402489,14497.30223,1
225.9844971,239.3322144,276.9150391,108.0483398,-5.273895741,29920.21025,1
208.2918854,139.8864288,302.0595703,96.00115204,-1.123302817,28998.06673,0
144.5,39,289,78,-90,22542,0
179.4999695,519,358.999939,119.9999847,0,43079.9872,0
158,201.5,98,45,0,4410,0
89.33086395,47.37125397,193.3013458,62.48750305,-11.53462029,12078.91844,0
309.0950317,319.5339355,126.6184387,45.28202057,-25.34617805,5733.538747,0
85,106.5,170,75,0,12750,0
317.7381287,363.2756653,169.573288,84.67411041,-70.2673111,14358.46731,0
265.6997681,65.08529663,97.26889038,45.59801102,-0.84252423,4435.267935,0
167.1192627,267.2349243,244.4801941,72.00575256,-74.44231415,17603.98036,1
52,557,104,38,0,3952,0
244,251,84,34,0,2856,0
26.03758621,92.55292511,116.20755,50.42455292,-88.51213074,5859.713757,0
228.8585815,277.6459351,130.6087341,41.8415947,-88.78113556,5464.877717,0
245.1730957,180.3517609,167.3142242,36.36777496,-2.573359489,6084.846055,0
246.9999695,279,127.9999847,61.99999237,0,7935.998077,0
123.0983124,261.1809692,104.2262115,45.20427704,-86.90594482,4711.470541,0
89.5,521.5,145,39,0,5655,0
105.5,451.5,121,51,-90,6171,0
107.5,309.5,85,39,-90,3315,0
199.3686218,50.311409,142.6467438,42.29714203,-27.09555054,6033.549581,0
179.5,62.5,359,125,-90,44875,0
277.7470703,505.4533386,167.7352142,80.34323883,-3.576334476,13476.39038,0
162.964325,165.5012817,239.9541626,84.01785278,-2.045408487,20160.43351,0
160.5324707,318.8226929,184.0252533,59.16159439,-66.17055511,10887.22739,0
208.2588196,102.8352966,96.53406525,34.0580864,-77.47119141,3287.765534,0
190.5,506,123,38,0,4674,0
340.3312073,308.7738647,92.606987,38.76965332,-73.61045837,3590.340781,0
185.6699982,297.8099976,187.1004486,48.0832634,-81.86989594,8996.400152,1
272.5344849,121.9599075,94.26026917,45.32270813,-4.289153576,4272.130668,0
225.5,247.5,169,59,0,9971,0
254,40,210,80,0,16800,0
230.2268372,536.4645386,126.5215073,43.57004547,-19.17900848,5512.547825,0
180,126.5,140,65,0,9100,0
254.4933929,463.7276306,264.7183228,116.9581451,-53.34389114,30960.96401,0
194.7455139,94.29188538,245.8349609,100.899086,-12.30801582,24804.52287,0
300,538,118,48,0,5664,0
284,449.5,149.9999695,64.99998474,0,9749.995728,0
132.9755249,228.5198212,241.4030762,99.40373993,-39.03551102,23996.3686,1
268.8851318,67.85992432,188.6419678,79.17720795,-84.34557343,14936.14431,0
39,301.5,78,31,-90,2418,0
229.5,255.5,115,53,0,6095,0
288.5,182.5,127,61,0,7747,0
113,564,138,30,0,4140,0
257.5,514,137,38,0,5206,0
50.71326447,490.7991638,104.2694855,35.95435333,-85.68397522,3748.941923,0
168.5194855,256.902832,183.9131317,51.26622772,-88.13232422,9428.532492,1
93.21600342,46.45346069,98.94747162,27.08661079,-84.5076828,2680.151653,0
235.4999695,503.5,204.9999695,58.99999237,0,12094.99664,0
260.4017639,410.0858154,209.1888428,91.90762329,-82.94769287,19226.04936,0
33,379.5,163,66,-90,10758,0
285,18.5,98,37,0,3626,0
179.5,498.5,359,161,0,57799,0
22.5,515.5,127,45,-90,5715,0
23.5,383,112,47,0,5264,0
135,275,254,56,0,14224,1
92.41748047,202.2897186,142.1925964,57.63890839,-3.90049386,8195.826039,0
141.8688049,251.6293488,145.7685089,39.66548157,-80.13418579,5781.978103,0
49.52973175,41.77838135,118.6636429,57.64082718,-72.8972702,6839.870532,0
319.6263123,518.1390381,88.48908997,39.90111542,-50.38930893,3530.813392,0
215.134613,259.8269348,156.3045654,44.32224655,-78.69007111,6927.769486,1
308.553833,171.0307617,110.5093002,28.5920887,-15.25512028,3159.691714,0
180.2199402,352.6497192,109.5462418,36.84965134,-12.87500095,4036.740814,0
92.46009064,291.3996277,108.6251068,42.92629242,-76.70142365,4662.873099,0
316.9182434,133.5747681,94.66821289,43.8441658,-12.69958496,4150.648822,0
160.134613,148.6730804,209.0597992,83.74158478,-11.30993271,17506.9989,0
204.537384,310.6896973,181.4728241,58.00828552,-11.14898968,10526.92739,1
250.5570068,302.2058716,151.3208466,52.80709457,-18.0834465,7990.814255,1
179.5251465,422.2689819,341.5931091,69.75679779,-21.2749691,23828.44144,0
203.3668213,333.1755066,140.7364807,46.91215897,-86.49646759,6602.252156,0
166.2872925,284.8979492,229.1367188,66.30280304,-80.82827759,15192.40673,0
317.4240417,199.7704773,102.1586838,44.86224365,-38.29016495,4583.067763,0
278.0491943,233.885498,311.9075623,142.752533,-45.72522354,44525.59456,1
184.178421,340.867981,132.3139801,51.08897781,-7.431407928,6759.785994,0
237.1835327,280.3697205,191.552475,69.97863007,-76.71513367,13404.57978,1
81.16723633,394.0784912,124.5527725,26.05559731,-83.29016113,3245.296884,0
219.5,305.5,101,41,0,4141,0
256.9999695,53.49999237,137.9999695,32.99999237,0,4553.99794,0
170.1804199,262.2340393,152.1106567,56.41711426,-10.25682068,8581.644301,1
209.6392822,281.213562,92.60170746,37.85442352,-78.11134338,3505.384253,0
260.9146423,486.731781,102.7623367,34.51440048,-51.3401947,3546.780444,0
47.68638992,217.4526672,113.7692337,38.92307663,-67.38013458,4428.248602,0
143.5,355.5,157,77,0,12089,0
149.5,284,177,52,0,9204,1
175.4999695,204.4999695,190.9999695,68.99998474,0,13178.99498,0
124.5,18.5,93,37,0,3441,0
296.9192505,265.6964417,235.4944,90.15617371,-43.43064499,21231.27404,0
86.34701538,266.7019653,142.3667145,70.9101944,-78.91743469,10095.2514,0
63,28,126,56,-90,7056,0
209.5,232.5,105,41,0,4305,0
247,249.5,218,79,0,17222,1
179.6793213,509.0643921,359.6838989,141.7115631,-0.41820991,50971.36754,0
189.5,384,193,92,0,17756,0
253.8783569,250.2702637,126.2584229,53.42966843,-9.462321281,6745.945669,0
201.4999695,485.5,96.99998474,46.99999237,0,4558.998543,0
186.3269348,424.865387,146.8909912,72.9552002,-78.69007111,10716.46167,0
295.5,319.5,93,27,0,2511,0
142.6860352,133.4621735,108.394989,49.82114792,-5.782392502,5400.362781,0
179.7964325,510.9013062,359.6411743,101.861824,-0.682060421,36633.70601,0
15.5,115,84,31,-90,2604,0
284.5914612,426.1768188,119.3764954,40.63880539,-83.65981293,4851.318163,0
167.6176453,259.5294189,174.6256561,79.79421997,-75.96376038,13934.11802,1
53.30880737,19.84132195,108.6868286,38.45501328,-18.03428459,4179.553437,0
296.8219299,494.191803,102.7621384,33.94193268,-20.55604553,3487.945582,0
240.0000153,287.5000305,173.966095,76.92073059,-63.43495178,13381.59912,1
252.5213318,139.0344238,218.2745056,66.82223511,-76.75948334,14585.59033,0
202.5,269.5,173,69,0,11937,1
296.2590332,177.8372803,173.5840912,77.46760559,-63.09890747,13447.14391,0
175.3554993,260.43927,175.0938568,62.03934097,-81.25383759,10862.70748,1
175.9424438,179.5534363,230.7306824,89.12406921,-87.87889862,20563.65731,0
179,256,98,42,-90,4116,0
277.5,254.5,87,43,0,3741,0
175.9090118,111.6799088,134.0634613,65.26570892,-2.419509411,8749.746843,0
148,558,86,42,0,3612,0
193.743042,257.9373474,152.9716187,46.61090088,-4.044485092,7130.144954,1
285,555.5,122,37,0,4514,0
69.93531036,557.6173706,141.7266846,45.36372375,-87.70938873,6429.250168,0
173.716217,415.7973328,184.2912598,74.80153656,-9.462322235,13785.26941,0
300.3427124,348.7775574,161.447113,60.75654602,-60.46121979,9808.968953,0
100.9999847,159,201.9999695,93.99998474,0,18987.99405,0
279.2094421,348.7676697,127.8764648,50.02169037,-76.70142365,6396.59693,0
